year,topic_0_words
1991,"[('resource', 0.003473333), ('university', 0.0025137214), ('farmers', 0.0024080977), ('environment', 0.0022748574), ('family', 0.0021101027)]"
1991,"[('defence', 0.0066824467), ('post', 0.003231862), ('lndia', 0.0025376573), ('exchange', 0.002375332), ('pakistan', 0.002337423), ('army', 0.0021674233), ('security', 0.0019276182), ('offices', 0.0017260219)]"
1991,"[('municipal', 0.003571468), ('kashmir', 0.0029999928), ('gas', 0.002894655), ('tourism', 0.002358469), ('tax', 0.0023361144), ('proposal', 0.0022989623), ('energy', 0.002236509), ('aviation', 0.002220843)]"
1991,"[('kashmir', 0.0054890392), ('political', 0.0024577482), ('jammu', 0.0024430244), ('bihar', 0.0021239803), ('situation', 0.0019979444), ('drought', 0.0019586682), ('industries', 0.0019186939), ('bon', 0.0018946216)]"
1991,"[('telephone', 0.0036573878), ('resources', 0.0026050468), ('steel', 0.002539159), ('school', 0.0021784895), ('bihar', 0.00211503), ('offices', 0.0021110775)]"
1991,"[('ram', 0.008752628), ('scshri', 0.0056640483), ('elected', 0.005174633), ('stshri', 0.0048997933), ('yadav', 0.0031073806), ('nath', 0.002707658), ('chandra', 0.0025525664), ('prasad', 0.0025125302), ('bombay', 0.0024972586)]"
1991,"[('banks', 0.0024678637), ('export', 0.001730378), ('ment', 0.0015441901), ('ram', 0.001485947), ('proposal', 0.0014602729), ('commerce', 0.001382383)]"
1991,"[('urban', 0.0037405766), ('ment', 0.0030951086), ('ram', 0.0026625087), ('bhadra', 0.002411871), ('pollution', 0.0021395956)]"
1991,"[('die', 0.003977145), ('election', 0.0030983682), ('ram', 0.0020850454), ('rao', 0.001859836), ('honourable', 0.0018460022), ('speakerof', 0.0018127782), ('leader', 0.0017769866)]"
1991,"[('tourism', 0.0031794505), ('aviation', 0.0027502337), ('bhadra', 0.00232098), ('gas', 0.0022206223), ('energy', 0.0021660666), ('sources', 0.0020601377), ('place', 0.0020477467)]"
1991,"[('gandhi', 0.012162259), ('rajiv', 0.010605997), ('political', 0.0032461658), ('death', 0.0031338402), ('world', 0.002866339), ('demise', 0.0027417676), ('die', 0.0026460618), ('res', 0.002419885), ('forces', 0.0023258473)]"
1991,"[('security', 0.0044685896), ('exchange', 0.002861445), ('family', 0.0027539313), ('tax', 0.002449642), ('broadcasting', 0.0023516533), ('gandhi', 0.002329443), ('protection', 0.0022800192)]"
1991,"[('mills', 0.008489702), ('resolution', 0.0037284766), ('election', 0.00351212), ('confidence', 0.0025658759), ('elections', 0.002419463)]"
1991,"[('amend', 0.0029319434), ('urban', 0.0026014864), ('ment', 0.0024691697), ('tada', 0.0024442505), ('consumer', 0.002082213), ('kashmir', 0.002069882)]"
1991,"[('gas', 0.003958878), ('scheduled', 0.0031571435), ('place', 0.0028170403), ('natural', 0.0027823702), ('energy', 0.0027066222), ('tourism', 0.0024132784), ('atrocities', 0.002114069)]"
1991,"[('banks', 0.00274136), ('tax', 0.002678875), ('income', 0.0015433226), ('scheduled', 0.0014150131), ('woum', 0.0014043525)]"
1991,"[('pro', 0.0030864528), ('road', 0.0023714474), ('industries', 0.0019952594), ('scheduled', 0.001961255), ('sick', 0.001672751), ('tribes', 0.001609812)]"
1991,"[('kashmir', 0.003748773), ('black', 0.0029533855), ('woum', 0.0028916867), ('tax', 0.0023234535), ('stand', 0.002171295), ('income', 0.002024516)]"
1991,"[('temple', 0.008470976), ('congress', 0.0034584717), ('confidence', 0.0031371855), ('templedo', 0.0029874635), ('support', 0.0018919177), ('temples', 0.0018502047), ('ram', 0.0017609997), ('family', 0.0014721613), ('old', 0.0014337995)]"
1991,"[('namely', 0.007834849), ('congress', 0.0024538543)]"
1991,"[('congress', 0.0018717084), ('gold', 0.0017614325), ('situation', 0.0017306425), ('kashmir', 0.0017023461)]"
1991,"[('punjab', 0.009699592), ('countries', 0.0041486304), ('elections', 0.0030735407), ('world', 0.0027073172), ('election', 0.0024564187), ('kind', 0.0021343138), ('situation', 0.0020315922)]"
1991,"[('scheduled', 0.0062527135), ('castes', 0.0047964896), ('tribes', 0.0042368276), ('ment', 0.0027357275), ('atrocities', 0.0025436878), ('ing', 0.0020761706), ('caste', 0.0019408514), ('ram', 0.001857143)]"
1991,"[('gas', 0.004946392), ('tourism', 0.004573653), ('natural', 0.003623713), ('aviation', 0.0035569565), ('lpg', 0.0029985674), ('proposal', 0.0029078545), ('energy', 0.0028907415), ('petroleum', 0.002652623)]"
1991,"[('industries', 0.004130746), ('communications', 0.0021689674), ('kerala', 0.002136981), ('telephone', 0.0020834287), ('steel', 0.0020343545), ('exchanges', 0.0019531972)]"
1991,"[('road', 0.005405507), ('export', 0.0034765108), ('banks', 0.003146275), ('ram', 0.002202951), ('transport', 0.001973286), ('places', 0.0019642375), ('employees', 0.0018413741)]"
1991,"[('sugar', 0.0024382733), ('duty', 0.0023921316), ('industries', 0.0021543845)]"
1991,"[('train', 0.0032898989), ('telephone', 0.0031929929), ('steel', 0.002918389), ('trains', 0.0026140884)]"
1991,"[('transport', 0.0025925522), ('exports', 0.0025787877), ('road', 0.0024283181), ('banks', 0.0022217287), ('ram', 0.002009503), ('export', 0.0019274123)]"
1991,"[('kashmir', 0.0036853857), ('family', 0.003033428), ('resource', 0.002459084), ('environment', 0.0019864787), ('bhadra', 0.0018319519), ('industries', 0.0015710517), ('kamal', 0.0015122242)]"
1991,"[('farmers', 0.0066977334), ('tourism', 0.004346449), ('gas', 0.0035607398), ('agricultural', 0.002999954), ('farmer', 0.0026758155), ('petroleum', 0.002449525), ('natural', 0.0023551455), ('proposal', 0.0023224761)]"
1991,"[('farmers', 0.0039651906), ('prices', 0.0026020624), ('industries', 0.0023513911), ('sugar', 0.0021231733), ('sakawritten', 0.0020087364), ('farmer', 0.0020020178), ('distribution', 0.0019756171), ('bihar', 0.0018937537)]"
1991,"[('college', 0.0018863125), ('police', 0.0018101515), ('place', 0.0014758676), ('housing', 0.0014713613), ('urban', 0.0014457223)]"
1991,"[('gas', 0.003031369), ('aviation', 0.0029096538), ('bihar', 0.0025318093), ('natural', 0.0023529762), ('petroleum', 0.0023420295), ('tourism', 0.0023381456), ('proposal', 0.0018236219)]"
1991,"[('family', 0.0031127315), ('agrahayana', 0.0030125827), ('resource', 0.0023532824), ('private', 0.0022548568), ('environment', 0.0021646859)]"
1991,"[('industries', 0.0024216783), ('urban', 0.0023933803), ('agrahayana', 0.002331904), ('sugar', 0.001704111), ('proposal', 0.0013035221)]"
1991,"[('gas', 0.0034946238), ('natural', 0.0025175335), ('resources', 0.002296783), ('petroleum', 0.0022772385), ('farmers', 0.0017699284), ('andhra', 0.0016231701), ('measures', 0.0014518433)]"
1991,"[('banks', 0.0048235394), ('export', 0.0028549286), ('courts', 0.001864042), ('family', 0.001786686), ('agrahayana', 0.001698526), ('problem', 0.0016960971), ('transport', 0.0016297459)]"
1991,"[('telephone', 0.0038005633), ('meghalaya', 0.0035244685), ('communications', 0.0026939607), ('post', 0.0021045122), ('exchanges', 0.002021118), ('woum', 0.0020186042)]"
1991,"[('agrahayana', 0.0029920924), ('answels', 0.0028670104), ('resource', 0.0027331668), ('tourism', 0.0025830874), ('situation', 0.0025385488), ('family', 0.0024390742)]"
1991,"[('agrahayann', 0.0023125035), ('urban', 0.001822753), ('assam', 0.0016495233), ('punjab', 0.0015134759), ('uttar', 0.0013212829), ('terrorism', 0.0012958262)]"
1991,"[('gas', 0.0030791336), ('natural', 0.002594311), ('steel', 0.0021725611), ('petroleum', 0.0020876063), ('uttar', 0.0020297351), ('problem', 0.0017491322)]"
1991,"[('agrahayana', 0.0026445785), ('family', 0.0021950882), ('tourism', 0.0019458033), ('proposal', 0.0018446163), ('interest', 0.0016102904), ('resource', 0.0015385983)]"
1991,"[('economic', 0.004238026), ('agrahayana', 0.0028305706), ('industries', 0.0027602213), ('urban', 0.0026324668), ('situation', 0.0023896534), ('economy', 0.001863578)]"
1991,"[('urban', 0.0027386302), ('industries', 0.001503373), ('sugar', 0.0013945698), ('cess', 0.0013809559), ('planning', 0.0011164916)]"
1991,"[('agrahayana', 0.002463647), ('gas', 0.0021126824), ('defence', 0.002003837), ('ram', 0.0018990947), ('sta', 0.0017862996), ('employment', 0.0017522983)]"
1991,"[('punjab', 0.0067032375), ('telephone', 0.0024052062), ('agrahayana', 0.0023096914), ('communications', 0.0021145218), ('energy', 0.0017383654), ('doctors', 0.001726294), ('post', 0.0016709773), ('exchanges', 0.0016199346)]"
1991,"[('punjab', 0.004481675), ('agrahayana', 0.0024457206), ('forests', 0.0024080563), ('environment', 0.0019459388), ('resource', 0.0018817311), ('control', 0.0018482484), ('tourism', 0.0018035459), ('forest', 0.0017743673)]"
1991,"[('industries', 0.0031324988), ('urban', 0.0017552444), ('uttar', 0.0016003111), ('sugar', 0.0014920557), ('pollution', 0.0014777492)]"
1991,"[('tea', 0.0057519493), ('gas', 0.004798023), ('petroleum', 0.0036710978), ('natural', 0.0036216707), ('resources', 0.001953585), ('gardens', 0.0018327393)]"
1991,"[('tea', 0.003950389), ('export', 0.0026571944), ('commerce', 0.0017518369), ('workers', 0.0016791429), ('caste', 0.0016397149), ('rameshwar', 0.0015058406)]"
1992,"[('bofors', 0.0038824594), ('urban', 0.0027737503), ('rule', 0.0022278859), ('scheduled', 0.0019318189), ('planning', 0.0017714603), ('investigation', 0.0017519526)]"
1992,"[('urban', 0.0021075855), ('punjab', 0.0017379496), ('industries', 0.001542063), ('housing', 0.0013881855), ('planning', 0.0012929852), ('bihar', 0.0012591972)]"
1992,"[('tourism', 0.0038130798), ('energy', 0.00360556), ('aviation', 0.0031356884), ('tax', 0.002665063), ('sources', 0.0024132133)]"
1992,"[('environment', 0.0030194253), ('wheat', 0.002357936), ('tax', 0.0022118296), ('resource', 0.0021145055), ('countries', 0.0019396783), ('family', 0.0017835824)]"
1992,"[('private', 0.0049241805), ('spg', 0.0035711194), ('mills', 0.0031528878), ('pvt', 0.0027193208), ('textiles', 0.0024852487), ('coop', 0.002032702), ('banks', 0.001604642), ('ntc', 0.0015340139)]"
1992,"[('income', 0.003427361), ('tax', 0.0024488368), ('urban', 0.0018382281), ('nagar', 0.0017698565)]"
1992,"[('planning', 0.0044220556), ('banks', 0.0027586652), ('defence', 0.0022458043), ('commerce', 0.0021382645), ('export', 0.0019581323), ('language', 0.0016232184)]"
1992,"[('muslims', 0.003701921), ('muslim', 0.003120575), ('banks', 0.0026406997), ('constitution', 0.0026282908)]"
1992,"[('scheduled', 0.0022517953), ('community', 0.0021681492)]"
1992,"[('commerce', 0.002539316), ('export', 0.002243973), ('banks', 0.0017881241)]"
1992,"[('train', 0.0037486982), ('trains', 0.002840263), ('bombay', 0.002771316), ('energy', 0.0022281422)]"
1992,"[('smt', 0.010236464), ('ram', 0.004382634), ('devi', 0.003129982), ('resource', 0.0024105965), ('lal', 0.002365508)]"
1992,"[('steel', 0.0029201147), ('world', 0.0027821811), ('tourism', 0.0026938887), ('energy', 0.0026281446), ('telephone', 0.0024739543), ('kwmw', 0.0019073621)]"
1992,"[('family', 0.0038510377), ('constitution', 0.0032150284), ('assembly', 0.0026839771), ('nagaland', 0.0026049581), ('resource', 0.002267531)]"
1992,"[('hour', 0.0031983834), ('industries', 0.0028291228), ('urban', 0.0026969528), ('technology', 0.0024671745), ('countries', 0.0020280308)]"
1992,"[('external', 0.002705927), ('nagaland', 0.0026892659), ('gas', 0.0025053325), ('countries', 0.0024598788)]"
1992,"[('ram', 0.004053456), ('economic', 0.0027371517), ('council', 0.002136852), ('relations', 0.0020133476), ('kumari', 0.0017329903), ('oclock', 0.0016505523)]"
1992,"[('dhillon', 0.012894726), ('bereaved', 0.005641876), ('sad', 0.005031379), ('used', 0.0045581055)]"
1992,"[('family', 0.0041946727), ('world', 0.0029323478), ('environment', 0.002566695), ('resource', 0.0022307138), ('forests', 0.0018325808)]"
1992,"[('uttar', 0.0017685136), ('world', 0.001704405), ('ram', 0.0016994762), ('proposal', 0.0015961786)]"
1992,"[('kashmir', 0.0041792514), ('industries', 0.0029662647), ('urban', 0.0028738347), ('situation', 0.0020345827), ('distribution', 0.001980899), ('sick', 0.0018136589), ('pakistan', 0.0017731623)]"
1992,"[('gas', 0.004258594), ('scheduled', 0.003183681), ('natural', 0.00310769), ('whetherthe', 0.0022762024), ('world', 0.0021537049), ('research', 0.0017979693)]"
1992,"[('kashmir', 0.0053648055), ('gas', 0.004158589), ('world', 0.0022672967), ('pakistan', 0.0019500117), ('petroleum', 0.0018843219), ('jammu', 0.0017734792)]"
1992,"[('tobacco', 0.004892948), ('tourism', 0.0038499178), ('energy', 0.003469285), ('exchanges', 0.0028286693), ('communications', 0.0025619303), ('aviation', 0.002340048), ('processing', 0.002099765)]"
1992,"[('via', 0.011173049), ('road', 0.007144339), ('nagar', 0.0033666422), ('banks', 0.003025595), ('constitution', 0.0030170092), ('export', 0.002526406), ('pur', 0.0021159593)]"
1992,"[('labour', 0.0077345865), ('workers', 0.004708859), ('labourers', 0.0039692097), ('family', 0.003327073)]"
1992,"[('duty', 0.010911632), ('tax', 0.0067339647), ('revenue', 0.0044512018), ('excise', 0.003746609), ('capital', 0.0037348776), ('income', 0.0035818543), ('import', 0.0032362915)]"
1992,"[('export', 0.0050453236), ('commerce', 0.0037456732), ('banks', 0.0034150167), ('trade', 0.0023787925), ('arise', 0.002315694), ('countries', 0.0022358086), ('proposals', 0.002209543)]"
1992,"[('ram', 0.005117322), ('natural', 0.0034411673), ('gas', 0.0030888054), ('petroleum', 0.0030844666), ('constitution', 0.0025034829), ('lal', 0.002394614)]"
1992,"[('language', 0.005667085), ('export', 0.005237066), ('commerce', 0.0026294044), ('exchange', 0.0018978165), ('nepali', 0.0018711784)]"
1992,"[('farmers', 0.004329277), ('gas', 0.0024167914), ('natural', 0.0019411719), ('supply', 0.0015736315), ('research', 0.0013239227)]"
1992,"[('gas', 0.002858132), ('station', 0.0026798088), ('construction', 0.0024985238)]"
1992,"[('export', 0.0030131429), ('energy', 0.0020019629), ('bihar', 0.0018378311)]"
1992,"[('farmers', 0.0034148998), ('distribution', 0.0020068134), ('industries', 0.0018122847), ('prices', 0.0018097643)]"
1992,"[('control', 0.0039707003), ('capital', 0.002911899), ('planning', 0.0024264061), ('energy', 0.002315858), ('labour', 0.002242124)]"
1992,"[('asadha', 0.0027878566), ('ram', 0.002691142), ('industries', 0.0023281348), ('planning', 0.0020658206), ('incident', 0.0020623163), ('strike', 0.0020034441)]"
1992,"[('urban', 0.0031248704), ('asadha', 0.003048535), ('gas', 0.0029989544), ('police', 0.0029986554), ('natural', 0.0027070032)]"
1992,"[('export', 0.005123821), ('commerce', 0.0044565317), ('asadha', 0.0043310616), ('banks', 0.0036638323), ('trade', 0.0033341998), ('companies', 0.0032484164), ('financial', 0.0030282706), ('arise', 0.0029121588), ('securities', 0.0028248841)]"
1992,"[('kashmir', 0.004714774), ('exchange', 0.0025923841), ('jammu', 0.0025702943), ('resource', 0.0022362366), ('tax', 0.0019160837), ('university', 0.0018825928)]"
1992,"[('asadha', 0.005752316), ('tourism', 0.003834055), ('communications', 0.0035945978), ('steel', 0.0035308015), ('exchanges', 0.0029288137), ('telephone', 0.0028840678), ('air', 0.0028245107)]"
1992,"[('kashmir', 0.0069748065), ('asadha', 0.0035234485), ('jammu', 0.0031794484), ('environment', 0.0030019735), ('family', 0.002557056), ('resource', 0.0025560437)]"
1992,"[('industries', 0.0038925533), ('asadha', 0.0020809732), ('ram', 0.001983993), ('planning', 0.0018298086), ('scale', 0.0016873274)]"
1992,"[('urban', 0.003396323), ('gas', 0.0033415814), ('council', 0.002283284), ('situation', 0.0022339378), ('asadha', 0.0022050901), ('natural', 0.0020672549)]"
1992,"[('derogatory', 0.011203495), ('kashmir', 0.010960716), ('jena', 0.010750531), ('kindly', 0.010452418), ('remarks', 0.00954991)]"
1992,"[('export', 0.0058707185), ('asadha', 0.0029968894), ('commerce', 0.002680501), ('import', 0.0022104473), ('countries', 0.0021255843), ('textiles', 0.0018708272)]"
1992,"[('army', 0.014250026), ('forces', 0.0041029532), ('punishment', 0.00335053), ('political', 0.0029632885), ('separate', 0.002893074), ('officers', 0.0026144644)]"
1992,"[('ram', 0.0034215094), ('milk', 0.0025890092), ('infant', 0.0024796806), ('feeding', 0.0023243283), ('parliament', 0.002243719)]"
1992,"[('trade', 0.0050537726), ('telephone', 0.0037690212), ('export', 0.0031996798), ('communications', 0.0031716018), ('asadha', 0.0024217751), ('answels', 0.0023418218), ('tourism', 0.0022598566)]"
1992,"[('family', 0.0033591057), ('port', 0.0031774635), ('resource', 0.0028292304), ('environment', 0.0025890728)]"
1992,"[('bazar', 0.007413965), ('industries', 0.0053253686), ('super', 0.004198706), ('asadha', 0.0040318174), ('cis', 0.004015822), ('technology', 0.0037825673), ('answels', 0.0037027176)]"
1992,"[('urban', 0.008177918), ('gas', 0.0058557047), ('petroleum', 0.0054423325), ('natural', 0.0045172665), ('proposal', 0.0029047115), ('arunachalam', 0.0025752976)]"
1992,"[('commerce', 0.004823322), ('export', 0.003962271), ('banks', 0.0037528756), ('defence', 0.0037483196), ('textiles', 0.0029102166), ('mills', 0.002882411), ('tax', 0.002735858)]"
1992,"[('blood', 0.0027577742), ('situation', 0.0026524726), ('drought', 0.002310519), ('resource', 0.0019250457), ('medical', 0.0018559275), ('environment', 0.001715373), ('nursing', 0.001672506), ('family', 0.0016699296)]"
1992,"[('research', 0.0028020362), ('ram', 0.0019154638), ('university', 0.0018236216), ('industries', 0.0017821238), ('labour', 0.0017325399)]"
1992,"[('situation', 0.0035971452), ('drought', 0.0034225825), ('farmers', 0.0033841121), ('urban', 0.003274034), ('gas', 0.0026455428), ('bihar', 0.002367762)]"
1992,"[('tourism', 0.002971656), ('telephone', 0.0026791198), ('cis', 0.002445204), ('banks', 0.0023882017), ('steel', 0.0023010084), ('aviation', 0.0022956408)]"
1992,"[('road', 0.0038582766), ('urban', 0.0032469665), ('natural', 0.003052549), ('gas', 0.0029001262), ('petroleum', 0.0022796635)]"
1992,"[('debates', 0.009961773), ('homage', 0.00947255), ('secretariat', 0.009395232)]"
1992,"[('export', 0.0028418065), ('transport', 0.0025734669), ('mills', 0.0024723397), ('financial', 0.0021992675), ('madhavan', 0.0021509535), ('involved', 0.001924251), ('private', 0.0018480057), ('commerce', 0.001828932)]"
1992,"[('banks', 0.0050697145), ('agrahayana', 0.0028227337), ('financial', 0.0022893273), ('interest', 0.0021930984), ('labour', 0.002042092), ('transport', 0.0019502317)]"
1992,"[('banks', 0.0038217541), ('bjp', 0.0022829524), ('mills', 0.0019560468), ('mosque', 0.0018023957)]"
1992,"[('dunkel', 0.0053968006), ('countries', 0.0039866646), ('draft', 0.0038349947), ('trade', 0.0034764672), ('negotiations', 0.0030835345)]"
1992,"[('university', 0.0040767477), ('family', 0.0025990747), ('wagons', 0.0022669563), ('name', 0.00213957), ('wheat', 0.0019509303), ('resource', 0.0019253758), ('agricultural', 0.0019205578), ('school', 0.001917329)]"
1992,"[('farmers', 0.00795922), ('wheat', 0.006259045), ('prices', 0.005568497), ('gas', 0.004412178), ('petroleum', 0.003981571), ('import', 0.0033398797), ('situation', 0.002939293), ('natural', 0.002741826)]"
1992,"[('scheduled', 0.0034572799), ('labour', 0.0031519562), ('banks', 0.00305201), ('tribes', 0.0024005375), ('castes', 0.002399926), ('transport', 0.0023031547), ('agrahayana', 0.0022220241)]"
1992,"[('passport', 0.0064732796), ('tourism', 0.00340908), ('passports', 0.003106243), ('telephone', 0.0030511864), ('aviation', 0.002940662), ('communications', 0.0028912076), ('airlines', 0.0025427288)]"
1993,"[('answels', 0.003941624), ('farmers', 0.0030506658), ('resource', 0.0021116699)]"
1993,"[('smt', 0.005659787), ('urban', 0.0028468787), ('industries', 0.002533392), ('orissa', 0.0018697934)]"
1993,"[('steel', 0.0043050726), ('gas', 0.0029832686), ('family', 0.0029512201), ('hospital', 0.0027752959), ('natural', 0.002461358), ('ram', 0.0024227137)]"
1993,"[('labour', 0.0042908597), ('banks', 0.0026534118), ('commerce', 0.0024377008), ('export', 0.002295835), ('bihar', 0.0022429258), ('ram', 0.0017951677), ('answels', 0.0017799087)]"
1993,"[('ram', 0.004321084), ('industries', 0.0028004085), ('lal', 0.002419823)]"
1993,"[('nagpur', 0.0033756022), ('export', 0.002823713), ('labour', 0.0023831117), ('banks', 0.0020956525), ('workers', 0.0018120909), ('transport', 0.0017983032)]"
1993,"[('answels', 0.0034053973), ('cis', 0.002761575), ('industries', 0.0022916086), ('financial', 0.002000519), ('energy', 0.0019210879), ('proposal', 0.0015926355)]"
1993,"[('petroleum', 0.0043030865), ('gas', 0.0034591192), ('family', 0.0028866143), ('natural', 0.0027608634), ('steel', 0.0025153153), ('companies', 0.0024553237)]"
1993,"[('judge', 0.0054401383), ('justice', 0.0051307967), ('charges', 0.0021926058), ('judges', 0.0021394715), ('says', 0.0017863717)]"
1993,"[('agricultural', 0.0046645207), ('banks', 0.0046337834), ('export', 0.003522754), ('workers', 0.0029980645), ('financial', 0.002986278), ('labour', 0.0027099173), ('wages', 0.0025360305)]"
1993,"[('rule', 0.0029418059), ('situation', 0.0025655583), ('uttar', 0.0024008371), ('himachal', 0.00196071)]"
1993,"[('rajiv', 0.0028765958), ('gandhi', 0.0028680924), ('university', 0.002844007), ('security', 0.0027524927), ('latrines', 0.0017759945), ('spg', 0.0017314825)]"
1993,"[('bombay', 0.0033881036), ('police', 0.0022887862), ('blasts', 0.0016644353), ('export', 0.0016334893), ('ram', 0.0014467168), ('workers', 0.001394505)]"
1993,"[('bombay', 0.0064704213), ('telephone', 0.0029393577), ('communications', 0.0028860327), ('tourism', 0.0026886961), ('exchanges', 0.0025061567), ('ram', 0.0024664486), ('sukh', 0.0024072016)]"
1993,"[('transmission', 0.0040791235), ('transfer', 0.0031317081), ('systems', 0.0029875808), ('ntpc', 0.0025236781)]"
1993,"[('scale', 0.005031138), ('gold', 0.0047694296), ('interest', 0.004358446), ('gas', 0.0033696804), ('payments', 0.0030604699), ('answels', 0.003039985)]"
1993,"[('gold', 0.004983673), ('banks', 0.0026941516), ('trade', 0.0025772923), ('economic', 0.0021696663), ('employment', 0.0021547098), ('commerce', 0.0019799233)]"
1993,"[('industries', 0.0035059315), ('growth', 0.0025030957)]"
1993,"[('ram', 0.004222219), ('shrt', 0.0029988752), ('scheduled', 0.0024237449), ('charge', 0.0020586064), ('chandra', 0.0019457531), ('yadav', 0.0016923945), ('served', 0.0015673469)]"
1993,"[('ban', 0.0028525747), ('cis', 0.0022672834), ('rally', 0.0018509442), ('rule', 0.0016611688)]"
1993,"[('exchange', 0.0019516025), ('resource', 0.001676273), ('forests', 0.0014263609), ('kamal', 0.0013917948)]"
1993,"[('urban', 0.003576039), ('answels', 0.0032526837), ('technology', 0.003162817)]"
1993,"[('ayodhya', 0.0040799957), ('ram', 0.0022475896), ('masjid', 0.0022377775), ('answels', 0.002168658), ('acquisition', 0.0019662352)]"
1993,"[('kashmir', 0.008260045), ('gas', 0.0054163574), ('petroleum', 0.0039696526), ('natural', 0.0036628547), ('family', 0.0034728693), ('jammu', 0.0032348847), ('political', 0.002653507)]"
1993,"[('export', 0.004136172), ('commerce', 0.003110083), ('rpf', 0.0029072193), ('trade', 0.0028308758), ('transport', 0.0026533143), ('protection', 0.0026240158), ('banks', 0.0025740603)]"
1993,"[('export', 0.0034739126), ('classes', 0.0032638523), ('himachal', 0.0024516294), ('banks', 0.0022596673), ('backward', 0.0022406238)]"
1993,"[('duty', 0.012714982), ('excise', 0.0059808483), ('capital', 0.0045810807)]"
1993,"[('labour', 0.0028326951), ('export', 0.0026634317), ('resolution', 0.0022048594), ('separate', 0.0021748857), ('banks', 0.0021510625), ('farmers', 0.0019739633), ('countries', 0.0019371225)]"
1993,"[('drought', 0.0043479027), ('election', 0.0036798315), ('situation', 0.0033746655), ('bihar', 0.0030032771), ('consumer', 0.0023651032)]"
1993,"[('election', 0.0029076813), ('municipal', 0.0021546653)]"
1993,"[('gas', 0.0048094895), ('natural', 0.003598789), ('petroleum', 0.0021576348)]"
1993,"[('banks', 0.0037112786), ('export', 0.002813794), ('labour', 0.0027284217), ('ahmed', 0.0023826796), ('tourism', 0.0021845992), ('mills', 0.0018671316), ('abrar', 0.0015096464)]"
1993,"[('banks', 0.0019536333), ('financial', 0.0018119586), ('transport', 0.0017252975), ('gujarat', 0.0017110913), ('name', 0.0015115777), ('capacity', 0.0014503933), ('steel', 0.001446167), ('surface', 0.0014206572)]"
1993,"[('gas', 0.0033777345), ('family', 0.0030201578), ('smuggling', 0.0021393986), ('petroleum', 0.0020061538), ('police', 0.0019404938)]"
1993,"[('religion', 0.0030200535), ('banks', 0.002890932), ('constitution', 0.0021720624), ('ram', 0.002073371), ('scheduled', 0.0016695797), ('financial', 0.0015990633), ('tourism', 0.0015102469)]"
1993,"[('processing', 0.0025685846), ('karamcharis', 0.002356339), ('safai', 0.0022592295), ('telephone', 0.0020878655), ('ram', 0.0018291847), ('transport', 0.0018036085), ('broadcasting', 0.0017416789), ('surface', 0.0016901513)]"
1993,"[('kashmir', 0.008818185), ('jammu', 0.003011446), ('situation', 0.0023525094), ('sugar', 0.0018897826), ('environment', 0.0016059424), ('research', 0.0015298977)]"
1993,"[('urban', 0.0026941611), ('uttar', 0.0022767487), ('madhya', 0.0020138533), ('industries', 0.0017272014), ('rajasthan', 0.001544657)]"
1993,"[('drug', 0.005885458), ('drugs', 0.005396889), ('medicines', 0.0029491084), ('family', 0.0029232863), ('gas', 0.0027054017), ('control', 0.001776249), ('place', 0.0017393831), ('petroleum', 0.0016986772)]"
1993,"[('drugs', 0.0055033397), ('drug', 0.005382898), ('narcotic', 0.0037409824), ('parliament', 0.0033220141), ('opium', 0.0025390156), ('problem', 0.002360072), ('medicines', 0.0020188177), ('control', 0.0017723487)]"
1993,"[('ongc', 0.0042531528), ('steel', 0.003245542), ('mbs', 0.0031605493), ('ram', 0.0027285954), ('gas', 0.0020950849), ('sis', 0.002068914), ('company', 0.0018594698), ('telephone', 0.0018237643)]"
1993,"[('rent', 0.002560166), ('control', 0.0019093306), ('constitution', 0.0018412673), ('completed', 0.0017880771), ('sports', 0.0016551147), ('proposal', 0.0016134303)]"
1993,"[('ram', 0.0027975477), ('train', 0.001892333), ('urban', 0.0016857702), ('bihar', 0.0016664335), ('uttar', 0.0016583473), ('export', 0.0016521437), ('trains', 0.0015963003), ('proposal', 0.0015451764)]"
1993,"[('ram', 0.0022845245), ('communications', 0.0018419763)]"
1993,"[('medical', 0.0038884238), ('family', 0.0029697695), ('gas', 0.0026758988), ('natural', 0.002074489), ('supplementary', 0.0019669386), ('colleges', 0.0018569632)]"
1993,"[('environment', 0.0024961778), ('sugar', 0.0022561848), ('resource', 0.0019999621), ('forests', 0.0017530761)]"
1993,"[('religion', 0.002937407), ('banks', 0.0026641234), ('workers', 0.0020864413), ('employees', 0.0020030017), ('financial', 0.0019866035), ('bhadra', 0.0019341536)]"
1993,"[('urban', 0.0017518795), ('council', 0.0016449818)]"
1993,"[('kashmir', 0.007316751), ('pakistan', 0.0026799303), ('political', 0.0022405742), ('situation', 0.0022000961), ('jammu', 0.0021042328), ('discuss', 0.0020422742)]"
1993,"[('gas', 0.0030128988), ('college', 0.0028108868), ('flood', 0.002635549), ('floods', 0.0024299833), ('pharmacy', 0.0022442853), ('petroleum', 0.0020486105)]"
1993,"[('banks', 0.0045528132), ('export', 0.0038350103), ('agricultural', 0.0032534567), ('tourism', 0.0031731164), ('ahmed', 0.0027020012), ('commerce', 0.00236515)]"
1993,"[('gas', 0.005213109), ('family', 0.0037615167), ('petroleum', 0.0030658073), ('natural', 0.0027791846), ('paban', 0.0024152265), ('private', 0.0022193), ('ram', 0.0018097876), ('ghatowar', 0.0016845744)]"
